"title","category","url"
"Ancelotti bailó, pero el Madrid ya dio vuelta la página","Deportes","https://cnnespanol.cnn.com/video/real-madrid-liga-carlo-ancelotti-deportes/"
"Así se vivió el clásico joven entre América y Cruz Azul","Fútbol","https://cnnespanol.cnn.com/video/america-cruz-azul-liga-mx-liguilla-deportes-cnn-pkg/"
"Katie Taylor derrota a Amanda Serrano en el Madison Square Garden","Boxeo","https://cnnespanol.cnn.com/2022/05/01/katie-taylor-derrota-amanda-serrano-primera-pelea-box-estelar-dos-mujeres-madison-square-garden-trax/"
"La NBA entra en calor con las semifinales de conferencia","NBA","https://cnnespanol.cnn.com/video/nba-postemporada-semifinales-conferencia-baloncesto-deportes-cnn-pkg/"
"Carlo Ancelotti y su hazaña como entrenador","Fútbol","https://cnnespanol.cnn.com/video/carlo-ancelotti-campeon-real-madrid-milan-psg-bayern-chelsea-deportes-cnn-pkg/"
"LaLiga: las claves del Real Madrid campeón","Fútbol","https://cnnespanol.cnn.com/video/real-madrid-campeon-laliga-benzema-modric-deportes-cnn-pkg/"
"LaLiga: ya son 35 títulos para el Real Madrid","Fútbol","https://cnnespanol.cnn.com/video/real-madrid-campeon-laliga-benzema-vinicius-modric-deportes-cnn-pkg/"
"Muere el agente de fútbol Mino Raiola a los 54 años","Fútbol","https://cnnespanol.cnn.com/2022/04/30/el-agente-de-futbol-mino-raiola-fallece-despues-de-batallar-contra-una-enfermedad-trax/"
"Brote de hepatitis infantil, ¿cuáles son los riesgos?","Enfermedades","https://cnnespanol.cnn.com/video/brote-hepatitis-infantil-dr-huerta-perspectivas-buenos-aires/"
"CDC publican detalles clínicos adicionales sobre niños con hepatitis","Enfermedades","https://cnnespanol.cnn.com/2022/04/29/cdc-publican-detalles-clinicos-hepatitis-trax/"
"¿Qué es la hepatitis? Síntomas, tratamiento, riesgos","Enfermedades","https://cnnespanol.cnn.com/2022/04/29/que-es-la-hepatitis-sintomas-tratamiento-riesgos-orix/"
"Lo que le espera a la telemedicina después de la pandemia","Noticias de salud","https://cnnespanol.cnn.com/2022/04/29/telemedicina-despues-pandemia-trax/"
